key,term
oop.debates_HOC3402_09,"5,12,15,159"
oop.debates_HOC3001,"5,12,349,362"
oop.debates_HOC1003_03,"5,12,273,431"
oop.debates_HOC1803_04,"5,12,288,452"
oop.debates_SDC2107_01,"1,2,368,540"
oop.debates_CDC2603_20,"1,9,231,378"
oop.debates_HOC3004_04,"5,12,349,350"
oop.debates_CDC2403_04,"1,9,251,647"
oop.debates_SDC1101,"1,2,389,434"
oop.debates_HOC1604_03,"5,12,343,444"
oop.debates_SOC1004_02,"5,6,297,594"
oop.debates_HOC3201_22,"5,12,333,334"
oop.debates_HOC3301_03,"5,12,358,692"
oop.debates_CDC2803_03,"1,9,380,502"
oop.debates_HOC0304_03,"5,12,13,62"
oop.debates_HOC1604_02,"5,12,343,444"
oop.debates_CDC3501_09,"1,9,206,211"
oop.debates_CDC3201_23,"1,9,491,521"
oop.debates_CDC2203_05,"1,9,356,357"
oop.debates_CDC2403_05,"1,9,251,647"
oop.debates_SOC0305,"5,6,49,50"
oop.debates_HOC1103_01,"5,12,458,522"
oop.debates_HOC1201_01,"5,12,370,413"
oop.debates_HOC0903_03,"5,12,117,209"
oop.debates_CDC3201_21,"1,9,491,521"
oop.debates_HOC1201_20,"5,12,370,413"
oop.debates_HOC2801_04,"5,12,245,246"
oop.debates_SOC0706_07,"5,6,39,40"
oop.debates_HOC1602_01,"5,12,343,344"
oop.debates_SDC2701_01,"1,2,586,587"
oop.debates_HOC2802_02,"5,12,245,585"
oop.debates_HOC2803_03,"5,12,245,624"
oop.debates_HOC1203_20,"5,12,370,435"
oop.debates_CDC2804_20,"1,9,380,465"
oop.debates_CDC2004_03,"1,9,504,575"
oop.debates_SOC0803,"5,6,34,92"
oop.debates_SOC0903_02,"5,6,32,33"
oop.debates_CDC0404_04,"1,9,44,45"
oop.debates_SDC3302_02,"1,2,404,405"
oop.debates_SOC3003_01,"5,6,290,453"
oop.debates_CDC2702_04,"1,9,284,285"
oop.debates_CDC3302_15,"1,9,609,610"
oop.debates_SOC1204_01,"5,6,243,342"
oop.debates_HOC2205_20,"5,12,247,392"
oop.debates_SOC2102,"5,6,271,539"
oop.debates_HOC0904_02,"5,12,117,218"
oop.debates_HOC2107_05,"5,12,327,328"
oop.debates_CDC2202_02,"1,9,356,541"
oop.debates_CDC0801,"1,9,96,147"
oop.debates_CDC0805,"1,9,96,97"
oop.debates_SOC0104_01,"1,2,5,6,7,60,120,121"
oop.debates_CDC1205_20,"1,9,308,501"
oop.debates_SDC2702,"1,2,586,611"
oop.debates_CDC0104,"1,9,41,110"
oop.debates_CDC2002,"1,9,504,683"
oop.debates_SOC1805,"5,6,548,549"
oop.debates_HOC1305_03,"5,12,229,635"
oop.debates_HOC1202_03,"5,12,370,498"
oop.debates_HOC0601_02,"5,12,17,185"
oop.debates_HOC1004,"5,12,273,608"
oop.debates_HOC0604,"5,12,17,18"
oop.debates_CDC1602_02,"1,9,351,363"
oop.debates_CDC2003_05,"1,9,504,505"
oop.debates_CDC1001_04,"1,9,249,250"
oop.debates_CDC1303,"1,9,372,373"
oop.debates_HOC2003_06,"5,12,302,383"
oop.debates_CDC2804_01,"1,9,380,465"
oop.debates_HOC3002_02,"5,12,349,576"
oop.debates_HOC1205_01,"5,12,370,371"
oop.debates_SDC3402_01,"1,2,193,226"
oop.debates_SOC0805_08,"5,6,34,123"
oop.debates_CDC2102_03,"1,9,299,489"
oop.debates_CDC1403_04,"1,9,241,242"
oop.debates_CDC3001_14,"1,9,396,397"
oop.debates_CDC3501_10,"1,9,206,211"
oop.debates_CDC2101_01,"1,9,299,469"
oop.debates_HOC1205,"5,12,370,371"
oop.debates_HOC2602_08,"5,12,295,518"
oop.debates_HOC0705_01,"5,12,70,150"
oop.debates_SDC1802,"1,2,305,451"
oop.debates_HOC2803_05,"5,12,245,624"
oop.debates_SDC1102_01,"1,2,389,538"
oop.debates_SOC2003_01,"5,6,277,499"
oop.debates_SDC2405_01,"1,2,235,690"
oop.debates_HOC1705_01,"5,12,261,262"
oop.debates_CDC1803_02,"1,9,237,448"
oop.debates_CDC2405,"1,9,251,252"
oop.debates_SOC1706_01,"5,6,354,640"
oop.debates_HOC2901,"5,12,476,565"
oop.debates_HOC2404,"5,12,310,602"
oop.debates_CDC1902,"1,9,347,669"
oop.debates_HOC1004_04,"5,12,273,608"
oop.debates_HOC2701_03,"5,12,384,508"
oop.debates_HOC1206,"5,12,370,515"
oop.debates_SOC1101,"5,6,636,644"
oop.debates_CDC3403,"1,9,23,24"
oop.debates_CDC1303_01,"1,9,372,373"
oop.debates_HOC2801_07,"5,12,245,246"
oop.debates_CDC1706_02,"1,9,286,287"
oop.debates_CDC2601_01,"1,9,231,232"
oop.debates_CDC2301_02,"1,9,471,472"
oop.debates_HOC0503,"5,12,19,31"
oop.debates_HOC0903_01,"5,12,117,209"
oop.debates_SOC1401,"5,6,463,464"
oop.debates_SDC1202,"1,2,279,280"
oop.debates_SOC2204,"5,6,266,283"
oop.debates_SDC1401,"1,2,281,282"
oop.debates_SOC2803_01,"5,6,292,561"
oop.debates_SOC2402,"5,6,407,408"
oop.debates_CDC1206,"1,9,308,406"
oop.debates_SDC1904_01,"1,2,449,503"
oop.debates_HOC3302_07,"5,12,358,359"
oop.debates_CDC0401_01,"1,9,44,125"
oop.debates_CDC3001_04,"1,9,396,397"
oop.debates_CDC3403_06,"1,9,23,24"
oop.debates_HOC1803_02,"5,12,288,452"
oop.debates_HOC3301_09,"5,12,358,692"
oop.debates_HOC1402_04,"5,12,256,579"
oop.debates_SOC1304_01,"5,6,233,626"
oop.debates_CDC3201_08,"1,9,491,521"
oop.debates_HOC3201_11,"5,12,333,334"
oop.debates_CDC0402,"1,9,44,154"
oop.debates_HOC2003,"5,12,302,383"
oop.debates_CDC2801_04,"1,9,380,428"
oop.debates_CDC0303,"1,9,10,160"
oop.debates_SOC0403,"5,6,73,161"
oop.debates_HOC2403_07,"5,12,310,577"
oop.debates_CDC0105_01,"1,9,41,42"
oop.debates_CDC2602,"1,9,231,341"
oop.debates_CDC3401,"1,9,23,212"
oop.debates_CDC1004,"1,9,249,436"
oop.debates_SOC1402_01,"5,6,463,545"
oop.debates_CDC2803_06,"1,9,380,502"
oop.debates_CDC1304_05,"1,9,372,438"
oop.debates_HOC2106_02,"5,12,327,336"
oop.debates_SDC1002_01,"1,2,422,527"
oop.debates_SOC0901,"5,6,32,213"
oop.debates_SOC0702,"5,6,39,106"
oop.debates_CDC1901,"1,9,347,348"
oop.debates_SDC1201_01,"1,2,279,599"
oop.debates_HOC0903_04,"5,12,117,209"
oop.debates_HOC1601_20,"5,12,343,517"
oop.debates_SOC0803_08,"5,6,34,92"
oop.debates_HOC3301_01,"5,12,358,692"
oop.debates_CDC2603_01,"1,9,231,378"
oop.debates_HOC2601_01,"5,12,295,296"
oop.debates_SOC2901,"5,6,441,478"
oop.debates_SOC1803_01,"5,6,548,620"
oop.debates_HOC2701_06,"5,12,384,508"
oop.debates_SDC3201_02,"1,2,264,265"
oop.debates_CDC3302_09,"1,9,609,610"
oop.debates_SOC1002,"5,6,297,298"
oop.debates_CDC2103,"1,9,299,443"
oop.debates_CDC1403,"1,9,241,242"
oop.debates_SOC1206,"5,6,243,244"
oop.debates_CDC3402_14,"1,9,23,28"
oop.debates_CDC2804_02,"1,9,380,465"
oop.debates_HOC1404_05,"5,12,256,332"
oop.debates_SOC3301_01,"5,6,439,607"
oop.debates_CDC0902_02,"1,9,144,145"
oop.debates_SDC2804_01,"1,2,269,270"
oop.debates_CDC0502_01,"1,9,54,55"
oop.debates_HOC3302,"5,12,358,359"
oop.debates_SOC0703,"5,6,39,126"
oop.debates_HOC2005_03,"5,12,302,660"
oop.debates_CDC1305_04,"1,9,372,524"
oop.debates_CDC1003_04,"1,9,249,421"
oop.debates_SDC2004,"1,2,424,475"
oop.debates_SOC2001_01,"5,6,277,546"
oop.debates_CDC3001_13,"1,9,396,397"
oop.debates_CDC0904_05,"1,9,144,156"
oop.debates_SDC3401_01,"1,2,193,194"
oop.debates_HOC1501_05,"5,12,401,402"
oop.debates_CDC0602_01,"1,9,67,68"
oop.debates_HOC1002_02,"5,12,273,274"
oop.debates_SDC2001,"1,2,424,593"
oop.debates_SDC2402_01,"1,2,235,667"
oop.debates_CDC1102_03,"1,9,365,528"
oop.debates_HOC2802_07,"5,12,245,585"
oop.debates_CDC1501_02,"1,9,582,583"
oop.debates_HOC2104_02,"5,12,327,605"
oop.debates_CDC2204_20,"1,9,356,616"
oop.debates_SOC0404,"5,6,73,151"
oop.debates_HOC2901_03,"5,12,476,565"
oop.debates_SDC1303,"1,2,454,557"
oop.debates_CDC3003_03,"1,9,396,535"
oop.debates_SOC1102,"5,6,636,637"
oop.debates_SOC1704,"5,6,354,355"
oop.debates_HOC2902_01,"5,12,476,477"
oop.debates_HOC3501_01,"5,12,93,94"
oop.debates_CDC1703_02,"1,9,286,581"
oop.debates_CDC2202_05,"1,9,356,541"
oop.debates_CDC3301_09,"1,9,609,663"
oop.debates_HOC1601,"5,12,343,517"
oop.debates_CDC0804,"1,9,96,199"
oop.debates_CDC1207_01,"1,9,308,629"
oop.debates_CDC1403_02,"1,9,241,242"
oop.debates_HOC1102_04,"5,12,458,679"
oop.debates_HOC0801,"5,12,21,75"
oop.debates_CDC0802_02,"1,9,96,114"
oop.debates_CDC2105_20,"1,9,299,300"
oop.debates_HOC1805,"5,12,288,400"
oop.debates_CDC3302_04,"1,9,609,610"
oop.debates_CDC3201_15,"1,9,491,521"
oop.debates_HOC2103,"5,12,327,687"
oop.debates_HOC3001_06,"5,12,349,362"
oop.debates_CDC2603_02,"1,9,231,378"
oop.debates_SDC1404_01,"1,2,281,568"
oop.debates_HOC3403_03,"5,12,15,16"
oop.debates_HOC0903_02,"5,12,117,209"
oop.debates_CDC2702_05,"1,9,284,285"
oop.debates_HOC1202_04,"5,12,370,498"
oop.debates_CDC2702_07,"1,9,284,285"
oop.debates_CDC1304_02,"1,9,372,438"
oop.debates_CDC0604_01,"1,9,67,190"
oop.debates_CDC1802_03,"1,9,237,482"
oop.debates_HOC2005_20,"5,12,302,660"
oop.debates_CDC1802_02,"1,9,237,482"
oop.debates_CDC1404_04,"1,9,241,584"
oop.debates_SDC1303_01,"1,2,454,557"
oop.debates_SDC3201_05,"1,2,264,265"
oop.debates_SDC0803_08,"1,2,3,133"
oop.debates_CDC2802_03,"1,9,380,381"
oop.debates_SDC2002,"1,2,424,588"
oop.debates_HOC2802,"5,12,245,585"
oop.debates_CDC2804_04,"1,9,380,465"
oop.debates_CDC2002_05,"1,9,504,683"
oop.debates_HOC1602_02,"5,12,343,344"
oop.debates_HOC2403_03,"5,12,310,577"
oop.debates_CDC3201_05,"1,9,491,521"
oop.debates_CDC3501_12,"1,9,206,211"
oop.debates_SOC1002_01,"5,6,297,298"
oop.debates_SOC1501,"5,6,571,572"
oop.debates_HOC1501_02,"5,12,401,402"
oop.debates_HOC2701_14,"5,12,384,508"
oop.debates_HOC0804_03,"5,12,21,98"
oop.debates_HOC1704_03,"5,12,261,675"
oop.debates_HOC1904_20,"5,12,337,559"
oop.debates_CDC1904_01,"1,9,347,393"
oop.debates_SOC0303,"5,6,49,108"
oop.debates_HOC0503_03,"5,12,19,31"
oop.debates_SDC0903_01,"1,2,56,216"
oop.debates_HOC1103_20,"5,12,458,522"
oop.debates_CDC1206_04,"1,9,308,406"
oop.debates_HOC3001_11,"5,12,349,362"
oop.debates_HOC3302_10,"5,12,358,359"
oop.debates_HOC1403,"5,12,256,257"
oop.debates_CDC2602_04,"1,9,231,341"
oop.debates_CDC3202_02,"1,9,491,492"
oop.debates_HOC3402_04,"5,12,15,159"
oop.debates_CDC3201_12,"1,9,491,521"
oop.debates_SDC3301_01,"1,2,404,409"
oop.debates_SOC0104,"1,2,5,6,7,60,120,121"
oop.debates_HOC3001_10,"5,12,349,362"
oop.debates_CDC2901_02,"1,9,275,276"
oop.debates_SOC2105,"5,6,271,673"
oop.debates_CDC1205_03,"1,9,308,501"
oop.debates_CDC1501_04,"1,9,582,583"
oop.debates_SDC1302_01,"1,2,454,614"
oop.debates_HOC0805_03,"5,12,21,182"
oop.debates_SOC2405_01,"5,6,407,628"
oop.debates_CDC2801_02,"1,9,380,428"
oop.debates_SDC1604_01,"1,2,254,643"
oop.debates_CDC2702_02,"1,9,284,285"
oop.debates_CDC0304,"1,9,10,183"
oop.debates_SOC2403,"5,6,407,417"
oop.debates_SOC0504_05,"5,6,99,122"
oop.debates_SDC3101_01,"1,2,655,656"
oop.debates_CDC2801_20,"1,9,380,428"
oop.debates_HOC2205_03,"5,12,247,392"
oop.debates_HOC1703_01,"5,12,261,668"
oop.debates_CDC2001_02,"1,9,504,664"
oop.debates_SOC2401_01,"5,6,407,621"
oop.debates_HOC1806_01,"5,12,288,506"
oop.debates_SOC3002_02,"5,6,290,642"
oop.debates_CDC2404_20,"1,9,251,678"
oop.debates_HOC2202_05,"5,12,247,263"
oop.debates_CDC1004_05,"1,9,249,436"
oop.debates_HOC1102,"5,12,458,679"
oop.debates_CDC1701_19,"1,9,286,326"
oop.debates_SOC1801_01,"5,6,548,566"
oop.debates_HOC1206_01,"5,12,370,515"
oop.debates_SOC0302_03,"5,6,49,129"
oop.debates_CDC0901_01,"1,9,144,217"
oop.debates_CDC1905_05,"1,9,347,598"
oop.debates_CDC0903,"1,9,144,220"
oop.debates_HOC1402,"5,12,256,579"
oop.debates_HOC1902,"5,12,337,379"
oop.debates_SOC0403_04,"5,6,73,161"
oop.debates_HOC3403_06,"5,12,15,16"
oop.debates_CDC2402_20,"1,9,251,391"
oop.debates_HOC2601_04,"5,12,295,296"
oop.debates_HOC1903,"5,12,337,507"
oop.debates_HOC2701,"5,12,384,508"
oop.debates_HOC1806,"5,12,288,506"
oop.debates_SDC2801_01,"1,2,269,684"
oop.debates_SOC1304,"5,6,233,626"
oop.debates_CDC3002_01,"1,9,396,493"
oop.debates_CDC0103_01,"1,9,41,188"
oop.debates_CDC2202_04,"1,9,356,541"
oop.debates_CDC2104_01,"1,9,299,650"
oop.debates_HOC0402_01,"5,12,25,82"
oop.debates_CDC0305,"1,9,10,76"
oop.debates_SOC3004_01,"5,6,290,569"
oop.debates_SDC3201_20,"1,2,264,265"
oop.debates_SOC2107,"5,6,271,324"
oop.debates_CDC0705,"1,9,58,59"
oop.debates_HOC1704_02,"5,12,261,675"
oop.debates_CDC3201_18,"1,9,491,521"
oop.debates_CDC3501_11,"1,9,206,211"
oop.debates_CDC2601,"1,9,231,232"
oop.debates_CDC1101_02,"1,9,365,627"
oop.debates_HOC3201_25,"5,12,333,334"
oop.debates_CDC2101,"1,9,299,469"
oop.debates_SDC1702,"1,2,410,470"
oop.debates_CDC3403_08,"1,9,23,24"
oop.debates_CDC3101_20,"1,9,552,553"
oop.debates_HOC1802,"5,12,288,564"
oop.debates_HOC1207_01,"5,12,370,600"
oop.debates_HOC1002_01,"5,12,273,274"
oop.debates_HOC2902_20,"5,12,476,477"
oop.debates_HOC0706,"5,12,70,191"
oop.debates_CDC0303_03,"1,9,10,160"
oop.debates_HOC0404_04,"5,12,25,136"
oop.debates_CDC2803_08,"1,9,380,502"
oop.debates_HOC2402_03,"5,12,310,481"
oop.debates_CDC3402_08,"1,9,23,28"
oop.debates_CDC1202,"1,9,308,623"
oop.debates_SDC2105_01,"1,2,368,369"
oop.debates_CDC2401_02,"1,9,251,632"
oop.debates_HOC1202_06,"5,12,370,498"
oop.debates_SOC2804,"5,6,292,293"
oop.debates_CDC2002_20,"1,9,504,683"
oop.debates_CDC3402_12,"1,9,23,28"
oop.debates_HOC2701_01,"5,12,384,508"
oop.debates_CDC1702_03,"1,9,286,456"
oop.debates_SDC1905,"1,2,449,639"
oop.debates_HOC2104_04,"5,12,327,605"
oop.debates_CDC2203_07,"1,9,356,357"
oop.debates_HOC1301,"5,12,229,529"
oop.debates_HOC2104_01,"5,12,327,605"
oop.debates_CDC3302_14,"1,9,609,610"
oop.debates_SOC2603,"5,6,227,228"
oop.debates_CDC2701_02,"1,9,284,320"
oop.debates_CDC0604,"1,9,67,190"
oop.debates_CDC1703,"1,9,286,581"
oop.debates_CDC3002_05,"1,9,396,493"
oop.debates_CDC0502_02,"1,9,54,55"
oop.debates_HOC3201_14,"5,12,333,334"
oop.debates_SOC1903_01,"5,6,239,437"
oop.debates_HOC2702_03,"5,12,384,385"
oop.debates_HOC2201_06,"5,12,247,601"
oop.debates_SDC2404,"1,2,235,236"
oop.debates_HOC2702_05,"5,12,384,385"
oop.debates_HOC0904_01,"5,12,117,218"
oop.debates_SOC3001_02,"5,6,290,291"
oop.debates_CDC0701_03,"1,9,58,186"
oop.debates_SDC2402,"1,2,235,667"
oop.debates_HOC2701_08,"5,12,384,508"
oop.debates_CDC3402_03,"1,9,23,28"
oop.debates_SDC2001_01,"1,2,424,593"
oop.debates_CDC3001_11,"1,9,396,397"
oop.debates_CDC2602_12,"1,9,231,341"
oop.debates_HOC2801,"5,12,245,246"
oop.debates_HOC0904_03,"5,12,117,218"
oop.debates_SDC1207_01,"1,2,279,432"
oop.debates_CDC1203,"1,9,308,622"
oop.debates_HOC3401,"5,12,15,83"
oop.debates_CDC2801_09,"1,9,380,428"
oop.debates_CDC0403_01,"1,9,44,198"
oop.debates_HOC1803_01,"5,12,288,452"
oop.debates_SDC0105_01,"1,2,60,84"
oop.debates_SOC1001_01,"5,6,297,542"
oop.debates_HOC1901_01,"5,12,337,496"
oop.debates_HOC1705,"5,12,261,262"
oop.debates_SDC3201_01,"1,2,264,265"
oop.debates_HOC0803_01,"5,12,21,22"
oop.debates_SOC0102,"1,2,5,6,7,60,138,158"
oop.debates_HOC0904,"5,12,117,218"
oop.debates_SOC1602_01,"5,6,485,525"
oop.debates_CDC1003_01,"1,9,249,421"
oop.debates_SDC0904_01,"1,2,56,57"
oop.debates_HOC2202_03,"5,12,247,263"
oop.debates_CDC1904_04,"1,9,347,393"
oop.debates_CDC1304_04,"1,9,372,438"
oop.debates_CDC2104_05,"1,9,299,650"
oop.debates_CDC3202_03,"1,9,491,492"
oop.debates_SOC1906_01,"5,6,239,514"
oop.debates_CDC3401_01,"1,9,23,212"
oop.debates_HOC2804_03,"5,12,245,447"
oop.debates_SOC2101_01,"5,6,271,412"
oop.debates_CDC1802,"1,9,237,482"
oop.debates_SDC2802_02,"1,2,269,580"
oop.debates_SDC2102,"1,2,368,691"
oop.debates_CDC2601_03,"1,9,231,232"
oop.debates_CDC1804_03,"1,9,237,652"
oop.debates_HOC1002_20,"5,12,273,274"
oop.debates_SOC1203,"5,6,243,560"
oop.debates_CDC1302_02,"1,9,372,613"
oop.debates_HOC2203_01,"5,12,247,268"
oop.debates_CDC1102_04,"1,9,365,528"
oop.debates_CDC0706,"1,9,58,173"
oop.debates_CDC2702_01,"1,9,284,285"
oop.debates_SDC1102,"1,2,389,538"
oop.debates_HOC1004_20,"5,12,273,608"
oop.debates_CDC2701_11,"1,9,284,320"
oop.debates_HOC3302_03,"5,12,358,359"
oop.debates_HOC2602_20,"5,12,295,518"
oop.debates_CDC1905,"1,9,347,598"
oop.debates_HOC1704_01,"5,12,261,675"
oop.debates_CDC1801_03,"1,9,237,353"
oop.debates_HOC1101_20,"5,12,458,459"
oop.debates_HOC1803,"5,12,288,452"
oop.debates_HOC1203_01,"5,12,370,435"
oop.debates_HOC2203_03,"5,12,247,268"
oop.debates_CDC1403_03,"1,9,241,242"
oop.debates_CDC1401_01,"1,9,241,532"
oop.debates_CDC1302_05,"1,9,372,613"
oop.debates_CDC2301_01,"1,9,471,472"
oop.debates_SDC3501,"1,2,204,215"
oop.debates_CDC1304,"1,9,372,438"
oop.debates_SDC0804,"1,2,3,142"
oop.debates_SOC0504,"5,6,99,122"
oop.debates_CDC2902_02,"1,9,275,597"
oop.debates_HOC2205_01,"5,12,247,392"
oop.debates_CDC1402_05,"1,9,241,649"
oop.debates_CDC0402_01,"1,9,44,154"
oop.debates_CDC2203_03,"1,9,356,357"
oop.debates_CDC1203_20,"1,9,308,622"
oop.debates_HOC1004_07,"5,12,273,608"
oop.debates_HOC2802_20,"5,12,245,585"
oop.debates_CDC0601,"1,9,67,165"
oop.debates_SOC0804,"5,6,34,166"
oop.debates_CDC1301_02,"1,9,372,558"
oop.debates_HOC2701_10,"5,12,384,508"
oop.debates_HOC3201_08,"5,12,333,334"
oop.debates_SOC1905,"5,6,239,240"
oop.debates_HOC3403_09,"5,12,15,16"
oop.debates_CDC1806,"1,9,237,238"
oop.debates_CDC2205_20,"1,9,356,646"
oop.debates_HOC2803_01,"5,12,245,624"
oop.debates_CDC1004_01,"1,9,249,436"
oop.debates_CDC2802_20,"1,9,380,381"
oop.debates_SDC2701,"1,2,586,587"
oop.debates_CDC2602_20,"1,9,231,341"
oop.debates_HOC2004_02,"5,12,302,589"
oop.debates_HOC2301_02,"5,12,487,488"
oop.debates_SOC3403_04,"5,6,29,214"
oop.debates_CDC2004_05,"1,9,504,575"
oop.debates_HOC2403_20,"5,12,310,577"
oop.debates_HOC1304_01,"5,12,229,551"
oop.debates_SOC1207,"5,6,243,462"
oop.debates_CDC2205,"1,9,356,646"
oop.debates_CDC1301,"1,9,372,558"
oop.debates_HOC1904,"5,12,337,559"
oop.debates_HOC0202,"5,12,80,86"
oop.debates_CDC0504_02,"1,9,54,179"
oop.debates_HOC3402_13,"5,12,15,159"
oop.debates_CDC2501_02,"1,9,685,686"
oop.debates_HOC3501_14,"5,12,93,94"
oop.debates_CDC2003_02,"1,9,504,505"
oop.debates_CDC3501_15,"1,9,206,211"
oop.debates_CDC3004,"1,9,396,519"
oop.debates_CDC1705_03,"1,9,286,427"
oop.debates_CDC2501_03,"1,9,685,686"
oop.debates_HOC1501_03,"5,12,401,402"
oop.debates_SOC3402_03,"5,6,29,30"
oop.debates_SDC3201_04,"1,2,264,265"
oop.debates_SDC3501_02,"1,2,204,215"
oop.debates_SDC2107,"1,2,368,540"
oop.debates_HOC3201_05,"5,12,333,334"
oop.debates_CDC3002_07,"1,9,396,493"
oop.debates_HOC1302_05,"5,12,229,307"
oop.debates_HOC2405_02,"5,12,310,325"
oop.debates_CDC3301_20,"1,9,609,663"
oop.debates_SDC1401_01,"1,2,281,282"
oop.debates_CDC2404,"1,9,251,678"
oop.debates_CDC1001,"1,9,249,250"
oop.debates_HOC1101_01,"5,12,458,459"
oop.debates_SOC3501_01,"5,6,222,225"
oop.debates_SDC1804,"1,2,305,674"
oop.debates_SOC1803,"5,6,548,620"
oop.debates_SDC2204,"1,2,313,619"
oop.debates_CDC1003_02,"1,9,249,421"
oop.debates_CDC1002_01,"1,9,249,335"
oop.debates_HOC2601_02,"5,12,295,296"
oop.debates_CDC1804_01,"1,9,237,652"
oop.debates_CDC2603_03,"1,9,231,378"
oop.debates_HOC3501_20,"5,12,93,94"
oop.debates_SDC1206,"1,2,279,497"
oop.debates_HOC3402,"5,12,15,159"
oop.debates_CDC0403_02,"1,9,44,198"
oop.debates_HOC3402_01,"5,12,15,159"
oop.debates_CDC2101_02,"1,9,299,469"
oop.debates_SOC1602,"5,6,485,525"
oop.debates_SDC0901,"1,2,56,79"
oop.debates_CDC0601_02,"1,9,67,165"
oop.debates_HOC1403_04,"5,12,256,257"
oop.debates_CDC1004_04,"1,9,249,436"
oop.debates_CDC0802_01,"1,9,96,114"
oop.debates_HOC1705_04,"5,12,261,262"
oop.debates_CDC1302_01,"1,9,372,613"
oop.debates_CDC1103_01,"1,9,365,366"
oop.debates_SDC2901_02,"1,2,483,645"
oop.debates_CDC3001_03,"1,9,396,397"
oop.debates_SOC2301_01,"5,6,671,672"
oop.debates_CDC1003_03,"1,9,249,421"
oop.debates_HOC2602_02,"5,12,295,518"
oop.debates_CDC0704_01,"1,9,58,102"
oop.debates_HOC3403_05,"5,12,15,16"
oop.debates_CDC1603_02,"1,9,351,563"
oop.debates_CDC2102_02,"1,9,299,489"
oop.debates_CDC2203_02,"1,9,356,357"
oop.debates_SDC2801,"1,2,269,684"
oop.debates_HOC0503_01,"5,12,19,31"
oop.debates_HOC0501,"5,12,19,178"
oop.debates_HOC1705_02,"5,12,261,262"
oop.debates_CDC0401_02,"1,9,44,125"
oop.debates_CDC0901,"1,9,144,217"
oop.debates_SOC2801_01,"5,6,292,693"
oop.debates_HOC1004_03,"5,12,273,608"
oop.debates_HOC3501_15,"5,12,93,94"
oop.debates_CDC2401_01,"1,9,251,632"
oop.debates_SOC1601,"5,6,485,486"
oop.debates_CDC1305_05,"1,9,372,524"
oop.debates_HOC1802_03,"5,12,288,564"
oop.debates_HOC2002_20,"5,12,302,604"
oop.debates_CDC2801_07,"1,9,380,428"
oop.debates_HOC1905_06,"5,12,337,495"
oop.debates_SDC1101_01,"1,2,389,434"
oop.debates_HOC2901_05,"5,12,476,565"
oop.debates_CDC1806_02,"1,9,347,348"
oop.debates_HOC2401_03,"5,12,310,311"
oop.debates_HOC1207_04,"5,12,370,600"
oop.debates_CDC2803_04,"1,9,380,502"
oop.debates_CDC1103_05,"1,9,365,366"
oop.debates_CDC1101_01,"1,9,365,627"
oop.debates_HOC2801_03,"5,12,245,246"
oop.debates_CDC1501,"1,9,582,583"
oop.debates_SOC2204_01,"5,6,266,283"
oop.debates_HOC1904_02,"5,12,337,559"
oop.debates_CDC2205_01,"1,9,356,646"
oop.debates_CDC1501_05,"1,9,582,583"
oop.debates_HOC2804_01,"5,12,245,447"
oop.debates_CDC3403_10,"1,9,23,24"
oop.debates_CDC3201_16,"1,9,491,521"
oop.debates_CDC2602_09,"1,9,231,341"
oop.debates_CDC1001_01,"1,9,249,250"
oop.debates_HOC2002_03,"5,12,302,604"
oop.debates_HOC3003_04,"5,12,349,603"
oop.debates_SOC0103_01,"1,2,5,6,7,60,130,172"
oop.debates_CDC2601_06,"1,9,231,232"
oop.debates_CDC2002_03,"1,9,504,683"
oop.debates_SDC2603,"1,2,360,677"
oop.debates_HOC2205,"5,12,247,392"
oop.debates_SOC2004_01,"5,6,277,433"
oop.debates_HOC1904_05,"5,12,337,559"
oop.debates_SDC1902,"1,2,449,490"
oop.debates_HOC2501_01,"5,12,386,387"
oop.debates_CDC2402_03,"1,9,251,391"
oop.debates_HOC0602_01,"5,12,17,162"
oop.debates_CDC2005_02,"1,9,504,666"
oop.debates_HOC1905,"5,12,337,495"
oop.debates_HOC2801_10,"5,12,245,246"
oop.debates_HOC3202_04,"5,12,333,638"
oop.debates_HOC1206_02,"5,12,370,515"
oop.debates_SOC1001,"5,6,297,542"
oop.debates_CDC0501,"1,9,54,187"
oop.debates_HOC1804_03,"5,12,288,289"
oop.debates_CDC2005_01,"1,9,504,666"
oop.debates_HOC1903_01,"5,12,337,507"
oop.debates_HOC3201_03,"5,12,333,334"
oop.debates_SOC1804_01,"5,6,548,596"
oop.debates_HOC2403,"5,12,310,577"
oop.debates_HOC2901_06,"5,12,476,565"
oop.debates_SOC0703_07,"5,6,39,126"
oop.debates_CDC3201_09,"1,9,491,521"
oop.debates_SOC1603_01,"5,6,485,634"
oop.debates_HOC1801_20,"5,12,288,562"
oop.debates_HOC3301_07,"5,12,358,692"
oop.debates_CDC3201_11,"1,9,491,521"
oop.debates_SOC0502_05,"5,6,99,100"
oop.debates_CDC1402_02,"1,9,241,649"
oop.debates_SOC0105,"5,6,7,8"
oop.debates_CDC0402_02,"1,9,44,154"
oop.debates_HOC0704_02,"5,12,70,107"
oop.debates_SDC1207,"1,2,279,432"
oop.debates_SDC0201,"1,2,87,201"
oop.debates_HOC1003,"5,12,273,431"
oop.debates_CDC0702_01,"1,9,58,124"
oop.debates_SDC2401_01,"1,2,235,694"
oop.debates_SDC1601,"1,2,254,445"
oop.debates_HOC1603_03,"5,12,343,500"
oop.debates_SOC3002_01,"5,6,290,642"
