key,term
oop.debates_HOC3402_02,"5,12,15,159"
oop.debates_SDC1305_01,"1,2,454,466"
oop.debates_SOC3302_04,"5,6,439,440"
oop.debates_HOC3201_06,"5,12,333,334"
oop.debates_HOC0403_01,"5,12,25,103"
oop.debates_SDC1906,"1,2,449,574"
oop.debates_HOC1706_01,"5,12,261,570"
oop.debates_SDC0804_08,"1,2,3,142"
oop.debates_SOC0601,"5,6,37,72"
oop.debates_SOC1804,"5,6,548,596"
oop.debates_CDC2203_01,"1,9,356,357"
oop.debates_HOC2404_08,"5,12,310,602"
oop.debates_SOC0904,"5,6,32,224"
oop.debates_SDC1203,"1,2,279,376"
oop.debates_CDC3302_06,"1,9,609,610"
oop.debates_SDC1301_01,"1,2,454,455"
oop.debates_HOC3403_01,"5,12,15,16"
oop.debates_CDC0503_04,"1,9,54,148"
oop.debates_CDC0503_01,"1,9,54,148"
oop.debates_HOC2901_04,"5,12,476,565"
oop.debates_SOC0802_08,"5,6,34,43"
oop.debates_CDC2003_03,"1,9,504,505"
oop.debates_HOC3001_07,"5,12,349,362"
oop.debates_HOC1001_01,"5,12,273,377"
oop.debates_SOC0101_01,"5,6,7,200"
oop.debates_CDC1103_20,"1,9,365,366"
oop.debates_HOC2404_05,"5,12,310,602"
oop.debates_CDC2404_06,"1,9,251,678"
oop.debates_HOC0903,"5,12,117,209"
oop.debates_HOC2003_03,"5,12,302,383"
oop.debates_CDC1103_04,"1,9,365,366"
oop.debates_HOC0502,"5,12,19,141"
oop.debates_CDC2801_08,"1,9,380,428"
oop.debates_HOC2701_13,"5,12,384,508"
oop.debates_HOC2603_01,"5,12,295,339"
oop.debates_HOC2403_05,"5,12,310,577"
oop.debates_HOC3003_05,"5,12,349,603"
oop.debates_CDC0705_02,"1,9,58,59"
oop.debates_SDC1706_01,"1,2,410,533"
oop.debates_CDC1803_01,"1,9,237,448"
oop.debates_SOC1302,"5,6,233,654"
oop.debates_HOC1702,"5,12,261,653"
oop.debates_CDC1001_20,"1,9,249,250"
oop.debates_SOC0603_06,"5,6,37,170"
oop.debates_CDC3201_99,"1,9,491,521"
oop.debates_CDC1002,"1,9,249,335"
oop.debates_HOC2106_04,"5,12,327,336"
oop.debates_HOC3002_01,"5,12,349,576"
oop.debates_SDC1305,"1,2,454,466"
oop.debates_HOC0201,"5,12,80,81"
oop.debates_HOC0402,"5,12,25,82"
oop.debates_CDC1801_20,"1,9,237,353"
oop.debates_CDC1603,"1,9,351,563"
oop.debates_CDC3403_17,"1,9,23,24"
oop.debates_HOC1003_01,"5,12,273,431"
oop.debates_SDC2804,"1,2,269,270"
oop.debates_CDC1904,"1,9,347,393"
oop.debates_HOC2002,"5,12,302,604"
oop.debates_CDC1803_20,"1,9,237,448"
oop.debates_CDC0904_02,"1,9,144,156"
oop.debates_HOC1001_02,"5,12,273,377"
oop.debates_HOC2702_20,"5,12,384,385"
oop.debates_CDC1201_01,"1,9,308,309"
oop.debates_CDC2107,"1,9,299,612"
oop.debates_CDC3201,"1,9,491,521"
oop.debates_CDC2803,"1,9,380,502"
oop.debates_SOC2201_01,"5,6,266,591"
oop.debates_HOC2402_20,"5,12,310,481"
oop.debates_HOC2802_05,"5,12,245,585"
oop.debates_CDC1103,"1,9,365,366"
oop.debates_SDC2104,"1,2,368,479"
oop.debates_HOC2404_20,"5,12,310,602"
oop.debates_CDC3403_13,"1,9,23,24"
oop.debates_HOC1204_01,"5,12,370,556"
oop.debates_SDC2004_20,"1,2,424,475"
oop.debates_CDC1803,"1,9,237,448"
oop.debates_CDC0703,"1,9,58,132"
oop.debates_HOC2102_04,"5,12,327,631"
oop.debates_CDC0903_02,"1,9,144,220"
oop.debates_HOC2901_01,"5,12,476,565"
oop.debates_SOC0702_07,"5,6,39,106"
oop.debates_CDC2402,"1,9,251,391"
oop.debates_HOC3002_05,"5,12,349,576"
oop.debates_CDC3402_15,"1,9,23,28"
oop.debates_CDC2701,"1,9,284,320"
oop.debates_SDC2002_01,"1,2,424,588"
oop.debates_HOC1203_04,"5,12,370,435"
oop.debates_CDC2104_02,"1,9,299,650"
oop.debates_HOC1401_01,"5,12,256,590"
oop.debates_HOC2602,"5,12,295,518"
oop.debates_HOC1303,"5,12,229,230"
oop.debates_CDC3501_08,"1,9,206,211"
oop.debates_SOC1102_01,"5,6,636,637"
oop.debates_HOC3501,"5,12,93,94"
oop.debates_HOC1706_03,"5,12,261,570"
oop.debates_HOC0501_02,"5,12,19,178"
oop.debates_CDC1305,"1,9,372,524"
oop.debates_HOC3101,"5,12,554,555"
oop.debates_HOC1706_04,"5,12,261,570"
oop.debates_HOC1304_03,"5,12,229,551"
oop.debates_HOC1003_20,"5,12,273,431"
oop.debates_HOC1801_04,"5,12,288,562"
oop.debates_HOC1004_02,"5,12,273,608"
oop.debates_SOC2203_01,"5,6,266,267"
oop.debates_CDC2701_06,"1,9,284,320"
oop.debates_CDC2804,"1,9,380,465"
oop.debates_HOC2003_01,"5,12,302,383"
oop.debates_CDC2201_02,"1,9,356,473"
oop.debates_CDC3501_05,"1,9,206,211"
oop.debates_HOC3402_06,"5,12,15,159"
oop.debates_CDC1704_02,"1,9,286,662"
oop.debates_SOC3302_03,"5,6,439,440"
oop.debates_HOC0804_01,"5,12,21,98"
oop.debates_SOC3403_02,"5,6,29,214"
oop.debates_SOC2901_02,"5,6,441,478"
oop.debates_SDC3004_01,"1,2,315,670"
oop.debates_HOC1601_02,"5,12,343,517"
oop.debates_SDC3402_02,"1,2,193,226"
oop.debates_HOC2803_20,"5,12,245,624"
oop.debates_CDC0904_06,"1,9,144,156"
oop.debates_SDC0805,"1,2,3,143"
oop.debates_HOC3402_05,"5,12,15,159"
oop.debates_HOC2803_08,"5,12,245,624"
oop.debates_CDC1704_01,"1,9,286,662"
oop.debates_CDC3003_06,"1,9,396,535"
oop.debates_HOC2204,"5,12,247,248"
oop.debates_CDC0202_01,"1,9,115,116"
oop.debates_SDC2702_01,"1,2,586,611"
oop.debates_HOC2602_04,"5,12,295,518"
oop.debates_CDC3001_09,"1,9,396,397"
oop.debates_CDC1905_20,"1,9,347,598"
oop.debates_SDC1601_01,"1,2,254,445"
oop.debates_CDC2205_02,"1,9,356,646"
oop.debates_HOC3201_18,"5,12,333,334"
oop.debates_HOC2602_01,"5,12,295,518"
oop.debates_SOC3001_01,"5,6,290,291"
oop.debates_SOC2405,"5,6,407,628"
oop.debates_CDC0903_06,"1,9,144,220"
oop.debates_HOC2203_20,"5,12,247,268"
oop.debates_HOC1207_03,"5,12,370,600"
oop.debates_CDC2404_02,"1,9,251,678"
oop.debates_CDC0701_01,"1,9,58,186"
oop.debates_HOC2106_01,"5,12,327,336"
oop.debates_HOC2105_01,"5,12,327,416"
oop.debates_SDC3302_03,"1,2,404,405"
oop.debates_SDC3001_01,"1,2,315,316"
oop.debates_CDC1201_03,"1,9,308,309"
oop.debates_HOC3201_19,"5,12,333,334"
oop.debates_SDC1004_01,"1,2,422,423"
oop.debates_HOC1801_03,"5,12,288,562"
oop.debates_CDC1402_03,"1,9,241,649"
oop.debates_CDC2403_03,"1,9,251,647"
oop.debates_CDC3402_01,"1,9,23,28"
oop.debates_CDC1201,"1,9,308,309"
oop.debates_CDC1305_01,"1,9,372,524"
oop.debates_CDC2801_06,"1,9,380,428"
oop.debates_SDC3202_01,"1,2,264,312"
oop.debates_HOC1404_02,"5,12,256,332"
oop.debates_HOC3202_02,"5,12,333,638"
oop.debates_CDC0805_02,"1,9,96,97"
oop.debates_CDC3302_07,"1,9,609,610"
oop.debates_SDC1402_01,"1,2,281,301"
oop.debates_HOC2202_02,"5,12,247,263"
oop.debates_HOC3403_14,"5,12,15,16"
oop.debates_CDC2601_04,"1,9,231,232"
oop.debates_SOC2005_01,"5,6,277,403"
oop.debates_HOC2301_20,"5,12,487,488"
oop.debates_SDC3001_03,"1,2,315,316"
oop.debates_SDC3002_02,"1,2,315,530"
oop.debates_HOC3302_06,"5,12,358,359"
oop.debates_CDC3402_04,"1,9,23,28"
oop.debates_CDC0805_01,"1,9,96,97"
oop.debates_HOC1602,"5,12,343,344"
oop.debates_SDC1902_01,"1,2,449,490"
oop.debates_CDC0702,"1,9,58,124"
oop.debates_HOC3201_15,"5,12,333,334"
oop.debates_SOC0704_07,"5,6,39,134"
oop.debates_SOC1703_01,"5,6,354,512"
oop.debates_HOC1302_04,"5,12,229,307"
oop.debates_HOC1103_05,"5,12,458,522"
oop.debates_HOC0802_01,"5,12,21,104"
oop.debates_HOC1404_04,"5,12,256,332"
oop.debates_HOC1202_20,"5,12,370,498"
oop.debates_HOC2701_04,"5,12,384,508"
oop.debates_SOC3402_01,"5,6,29,30"
oop.debates_HOC0404,"5,12,25,136"
oop.debates_CDC1302_03,"1,9,372,613"
oop.debates_HOC0105_01,"5,12,51,189"
oop.debates_HOC3201_01,"5,12,333,334"
oop.debates_HOC2005_02,"5,12,302,660"
oop.debates_CDC1602_03,"1,9,351,363"
oop.debates_HOC1906_20,"5,12,337,338"
oop.debates_CDC3302_01,"1,9,609,610"
oop.debates_HOC2202_04,"5,12,247,263"
oop.debates_SDC1204_20,"1,2,279,567"
oop.debates_CDC2103_20,"1,9,299,443"
oop.debates_HOC1805_20,"5,12,288,400"
oop.debates_HOC1806_20,"5,12,288,506"
oop.debates_CDC0301_01,"1,9,10,46"
oop.debates_SOC1901_01,"5,6,239,253"
oop.debates_HOC3403_99,"5,12,15,16"
oop.debates_CDC3302_03,"1,9,609,610"
oop.debates_CDC3302_02,"1,9,609,610"
oop.debates_SDC1901_01,"1,2,449,474"
oop.debates_CDC1805_20,"1,9,237,418"
oop.debates_HOC0904_06,"5,12,117,218"
oop.debates_CDC1102_02,"1,9,365,528"
oop.debates_CDC1004_03,"1,9,249,436"
oop.debates_HOC2404_02,"5,12,310,602"
oop.debates_HOC2701_05,"5,12,384,508"
oop.debates_CDC2405_02,"1,9,251,252"
oop.debates_HOC0305_01,"5,12,13,139"
oop.debates_HOC1701,"5,12,261,573"
oop.debates_HOC0602_02,"5,12,17,162"
oop.debates_CDC1302_04,"1,9,372,613"
oop.debates_HOC2701_11,"5,12,384,508"
oop.debates_CDC1204,"1,9,308,509"
oop.debates_HOC1901_20,"5,12,337,496"
oop.debates_HOC1403_05,"5,12,256,257"
oop.debates_CDC3301_03,"1,9,609,663"
oop.debates_SDC2204_01,"1,2,313,619"
oop.debates_HOC2107,"5,12,327,328"
oop.debates_HOC2601_03,"5,12,295,296"
oop.debates_CDC2801_05,"1,9,380,428"
oop.debates_HOC0803_02,"5,12,21,22"
oop.debates_CDC2901,"1,9,275,276"
oop.debates_SOC2002,"5,6,277,278"
oop.debates_CDC1004_20,"1,9,249,436"
oop.debates_CDC2601_05,"1,9,231,232"
oop.debates_CDC3403_02,"1,9,23,24"
oop.debates_SDC1203_01,"1,2,279,376"
oop.debates_HOC1802_20,"5,12,288,564"
oop.debates_CDC2003,"1,9,504,505"
oop.debates_CDC0201_01,"1,9,115,176"
oop.debates_HOC2602_05,"5,12,295,518"
oop.debates_HOC0301_01,"5,12,13,27"
oop.debates_CDC2702_20,"1,9,284,285"
oop.debates_CDC1001_03,"1,9,249,250"
oop.debates_CDC2901_07,"1,9,275,276"
oop.debates_HOC1003_04,"5,12,273,431"
oop.debates_CDC3201_13,"1,9,491,521"
oop.debates_SOC1201_01,"5,6,243,630"
oop.debates_HOC1303_01,"5,12,229,230"
oop.debates_HOC1501_04,"5,12,401,402"
oop.debates_CDC1304_03,"1,9,372,438"
oop.debates_HOC3002_03,"5,12,349,576"
oop.debates_CDC0603_02,"1,9,67,169"
oop.debates_SDC2601_01,"1,2,360,361"
oop.debates_HOC1302_02,"5,12,229,307"
oop.debates_CDC3001_08,"1,9,396,397"
oop.debates_HOC2601_05,"5,12,295,296"
oop.debates_HOC1602_03,"5,12,343,344"
oop.debates_HOC2201_04,"5,12,247,601"
oop.debates_CDC3501_03,"1,9,206,211"
oop.debates_HOC3201,"5,12,333,334"
oop.debates_SDC0105,"1,2,60,84"
oop.debates_SOC0402_04,"5,6,73,74"
oop.debates_HOC1701_01,"5,12,261,573"
oop.debates_SDC2005,"1,2,424,425"
oop.debates_SDC1004,"1,2,422,423"
oop.debates_SDC3401,"1,2,193,194"
oop.debates_HOC0102,"5,12,51,192"
oop.debates_SDC3101,"1,2,655,656"
oop.debates_CDC2901_04,"1,9,275,276"
oop.debates_CDC0102_01,"1,9,41,157"
oop.debates_HOC2004_04,"5,12,302,589"
oop.debates_HOC1803_03,"5,12,288,452"
oop.debates_CDC3301_10,"1,9,609,663"
oop.debates_SDC2102_01,"1,2,368,691"
oop.debates_SDC3302,"1,2,404,405"
oop.debates_CDC1101_20,"1,9,365,627"
oop.debates_HOC2201_02,"5,12,247,601"
oop.debates_HOC1004_05,"5,12,273,608"
oop.debates_SOC1902,"5,6,239,494"
oop.debates_CDC1203_02,"1,9,308,622"
oop.debates_HOC3302_08,"5,12,358,359"
oop.debates_CDC1303_02,"1,9,372,373"
oop.debates_CDC3302,"1,9,609,610"
oop.debates_HOC2005,"5,12,302,660"
oop.debates_CDC1902_01,"1,9,347,669"
oop.debates_SOC3402,"5,6,29,30"
oop.debates_SDC2205_01,"1,2,313,682"
oop.debates_SOC1101_01,"5,6,636,644"
oop.debates_CDC1702,"1,9,286,456"
oop.debates_HOC0503_04,"5,12,19,31"
oop.debates_HOC0901_01,"5,12,117,180"
oop.debates_HOC2701_12,"5,12,384,508"
oop.debates_HOC1202_02,"5,12,370,498"
oop.debates_SOC1004_01,"5,6,297,594"
oop.debates_SDC1705_01,"1,2,410,457"
oop.debates_SDC1202_01,"1,2,279,280"
oop.debates_HOC2501_03,"5,12,386,387"
oop.debates_CDC3003_01,"1,9,396,535"
oop.debates_CDC0802,"1,9,96,114"
oop.debates_CDC2701_07,"1,9,284,320"
oop.debates_CDC1705_04,"1,9,286,427"
oop.debates_CDC1204_20,"1,9,308,509"
oop.debates_CDC2402_02,"1,9,251,391"
oop.debates_CDC3002_04,"1,9,396,493"
oop.debates_CDC2202,"1,9,356,541"
oop.debates_CDC1706_20,"1,9,286,287"
oop.debates_HOC1501_20,"5,12,401,402"
oop.debates_HOC1205_03,"5,12,370,371"
oop.debates_CDC1902_02,"1,9,347,669"
oop.debates_CDC1401_05,"1,9,241,532"
oop.debates_CDC2301_04,"1,9,471,472"
oop.debates_CDC2803_20,"1,9,380,502"
oop.debates_SOC1301,"5,6,233,234"
oop.debates_SOC0301_03,"5,6,49,181"
oop.debates_CDC2802_01,"1,9,380,381"
oop.debates_CDC2401_03,"1,9,251,632"
oop.debates_CDC0903_05,"1,9,144,220"
oop.debates_HOC2802_06,"5,12,245,585"
oop.debates_HOC1702_02,"5,12,261,653"
oop.debates_SOC3301_03,"5,6,439,607"
oop.debates_SDC3402_04,"1,2,193,226"
oop.debates_CDC2101_03,"1,9,299,469"
oop.debates_SOC1404,"5,6,463,520"
oop.debates_CDC1204_01,"1,9,308,509"
oop.debates_CDC2301,"1,9,471,472"
oop.debates_CDC1201_20,"1,9,308,309"
oop.debates_HOC2204_20,"5,12,247,248"
oop.debates_HOC2405_20,"5,12,310,325"
oop.debates_CDC2201_03,"1,9,356,473"
oop.debates_HOC0202_01,"5,12,80,86"
oop.debates_HOC2804_20,"5,12,245,447"
oop.debates_HOC2103_20,"5,12,327,687"
oop.debates_HOC0601_01,"5,12,17,185"
oop.debates_SOC2205,"5,6,266,367"
oop.debates_SOC2601_01,"5,6,227,319"
oop.debates_CDC2404_04,"1,9,251,678"
oop.debates_SOC2003,"5,6,277,499"
oop.debates_CDC1402_01,"1,9,241,649"
oop.debates_HOC2404_07,"5,12,310,602"
