SOC_1401_59_01,"co,parl"
debates_HOC1904_04,"co,parl"
SDC_2201_98_01,"co,parl"
debates_SOC1805_01,"co,parl"
debates_SDC0903,"co,parl"
SDC_2602_111_02,"co,parl"
CDC_2404_107_01,"co,parl"
debates_HOC1207_05,"co,parl"
debates_SOC0701_07,"co,parl"
debates_CDC1202_03,"co,parl"
debates_SOC1904_01,"co,parl"
debates_SOC2107_01,"co,parl"
debates_HOC3001_04,"co,parl"
debates_HOC2601_06,"co,parl"
debates_CDC2403_20,"co,parl"
debates_SOC0202_02,"co,parl"
debates_SOC0602_06,"co,parl"
debates_CDC0902,"co,parl"
debates_HOC3301,"co,parl"
debates_SOC2801,"co,parl"
debates_SDC1501,"co,parl"
debates_CDC2602_01,"co,parl"
debates_HOC1301_01,"co,parl"
debates_CDC1206_03,"co,parl"
debates_HOC2107_02,"co,parl"
debates_SOC1305_01,"co,parl"
debates_SOC2103_01,"co,parl"
debates_SDC1901,"co,parl"
debates_HOC2201,"co,parl"
debates_CDC2401_04,"co,parl"
debates_CDC2005_03,"co,parl"
HOC_2501_109_01,"co,parl"
debates_HOC1704_04,"co,parl"
debates_HOC2102_02,"co,parl"
debates_SDC3003_01,"co,parl"
debates_HOC2202_20,"co,parl"
debates_SOC1902_01,"co,parl"
debates_SDC1003_01,"co,parl"
debates_HOC2402_02,"co,parl"
debates_CDC2201_05,"co,parl"
debates_CDC1803_03,"co,parl"
debates_SDC1603,"co,parl"
CDC_1604_67_01,"co,parl"
debates_HOC2106_20,"co,parl"
debates_HOC3301_10,"co,parl"
CDC_1103_46_01,"co,parl"
debates_HOC2203_05,"co,parl"
debates_SDC1001,"co,parl"
debates_SOC2203,"co,parl"
SDC_2902_120_01,"co,parl"
debates_SDC3403_02,"co,parl"
debates_HOC1905_02,"co,parl"
debates_CDC2201,"co,parl"
debates_SOC2804_01,"co,parl"
debates_HOC2101_03,"co,parl"
debates_HOC3402_08,"co,parl"
debates_HOC0801_08,"co,parl"
debates_HOC1301_02,"co,parl"
debates_CDC2402_05,"co,parl"
debates_HOC3301_20,"co,parl"
debates_CDC3201_14,"co,parl"
debates_HOC2902,"co,parl"
debates_CDC1704,"co,parl"
debates_CDC3301,"co,parl"
debates_CDC0903_01,"co,parl"
debates_CDC3302_05,"co,parl"
debates_HOC3301_02,"co,parl"
debates_HOC2404_06,"co,parl"
debates_CDC3201_03,"co,parl"
debates_SDC1103_01,"co,parl"
SOC_2405_108_01,"co,parl"
debates_CDC2104_04,"co,parl"
debates_CDC2602_05,"co,parl"
debates_CDC0901_02,"co,parl"
debates_HOC2803_10,"co,parl"
debates_CDC1404_02,"co,parl"
debates_SOC1704_01,"co,parl"
debates_CDC3302_12,"co,parl"
debates_CDC0503_02,"co,parl"
debates_SDC1205,"co,parl"
debates_CDC2701_04,"co,parl"
SDC_0903_38_01,"co,parl"
HOC_1004_43_01,"co,parl"
debates_CDC2601_20,"co,parl"
debates_SOC2104,"co,parl"
debates_HOC2603,"co,parl"
debates_HOC2404_04,"co,parl"
debates_SDC3201,"co,parl"
debates_CDC1706_04,"co,parl"
debates_CDC1603_01,"co,parl"
debates_SOC2702_01,"co,parl"
debates_SDC0202_01,"co,parl"
SOC_1702_69_01,"co,parl"
debates_CDC2803_05,"co,parl"
debates_HOC2002_01,"co,parl"
debates_HOC2102_20,"co,parl"
debates_CDC0704,"co,parl"
debates_SOC1706,"co,parl"
debates_HOC1801,"co,parl"
debates_CDC2104_20,"co,parl"
debates_HOC0401_01,"co,parl"
debates_HOC1001_20,"co,parl"
SOC_2804_118_01,"co,parl"
debates_SDC1402,"co,parl"
debates_CDC1801_02,"co,parl"
debates_CDC2403_01,"co,parl"
debates_HOC2301_04,"co,parl"
debates_HOC2201_03,"co,parl"
debates_CDC1201_02,"co,parl"
debates_CDC3402_11,"co,parl"
debates_CDC2106,"co,parl"
debates_HOC1804_01,"co,parl"
debates_HOC3302_12,"co,parl"
debates_HOC1201,"co,parl"
debates_HOC3201_99,"co,parl"
debates_HOC3403_11,"co,parl"
debates_CDC2105,"co,parl"
debates_SOC2202_01,"co,parl"
SDC_2802_116_01,"co,parl"
debates_HOC1207_02,"co,parl"
debates_HOC1804_02,"co,parl"
debates_HOC3301_08,"co,parl"
debates_HOC0502_02,"co,parl"
debates_CDC1704_03,"co,parl"
debates_CDC1403_05,"co,parl"
debates_HOC2405_01,"co,parl"
debates_CDC3501_01,"co,parl"
debates_CDC0501_01,"co,parl"
debates_CDC1801,"co,parl"
debates_HOC3201_20,"co,parl"
SDC_2105_95_01,"co,parl"
debates_HOC3501_04,"co,parl"
debates_CDC0704_02,"co,parl"
debates_SOC2603_01,"co,parl"
debates_CDC2201_20,"co,parl"
debates_HOC1603_02,"co,parl"
debates_HOC1804_04,"co,parl"
debates_HOC2601_20,"co,parl"
